z_bin_centre,PDF_val
0.0050000000000000001,0.011087818481272561
0.014999999999999999,0.0013277073615875663
0.024999999999999998,0.0021276147397572926
0.034999999999999996,0.0020476711940187802
0.044999999999999991,0.0025853106207039847
0.054999999999999986,0.0057805907187245056
0.064999999999999988,0.0026926102211962582
0.074999999999999997,0.0072890708644480955
0.084999999999999992,0.0083617988088346556
0.094999999999999987,0.0075364582468627336
0.10499999999999998,0.016717974381137601
0.11499999999999999,0.021386915112369509
0.12499999999999999,0.036726356495648954
0.13499999999999998,0.05388267097487668
0.14499999999999999,0.059178221483083632
0.15499999999999997,0.073003399958618806
0.16499999999999998,0.11230068463390458
0.17499999999999999,0.13472632663962023
0.18499999999999997,0.18432334590968832
0.19499999999999998,0.24703048541243741
0.20499999999999996,0.35564567306963357
0.21499999999999997,0.3916302061313704
0.22499999999999998,0.44561701957515293
0.23499999999999996,0.50385261935691172
0.24499999999999997,0.6409163172958261
0.25499999999999995,0.94007021907521571
0.26499999999999996,1.0
0.27499999999999997,0.91105697556968213
0.28499999999999998,0.96045966102063285
0.29499999999999998,0.83940577833292762
0.30499999999999994,0.6411094646020612
0.31499999999999995,0.52507287525396162
0.32499999999999996,0.39984284831861677
0.33499999999999996,0.2515304525752794
0.34499999999999997,0.20190436189225594
0.35499999999999993,0.13219797967227831
0.36499999999999994,0.10685581300547517
0.37499999999999994,0.10566378392712039
0.38499999999999995,0.076170314181867968
0.39499999999999996,0.047601439467661363
0.40499999999999992,0.042096365429767829
0.41499999999999992,0.02096229995332748
0.42499999999999993,0.01945536564735895
0.43499999999999994,0.013651617720576477
0.44499999999999995,0.011745923553435145
0.45499999999999996,0.011363566208938693
0.46499999999999991,0.0056400069442647666
0.47499999999999992,0.0045133085423799705
0.48499999999999993,0.0030706915063989431
0.49499999999999994,0.0012526208709343933
0.50499999999999989,0.0011930668818160772
0.5149999999999999,0.0017530624985500239
0.52499999999999991,0.0020324488025954064
0.53499999999999992,0.00042735198141926494
0.54499999999999993,0.00037207479319555732
0.55499999999999994,0.00033534180920732247
0.56499999999999995,0.00030331605683508962
0.57499999999999996,0.00027723972304485216
0.58499999999999996,0.00025932459618391475
0.59499999999999986,0.00024174454189833006
0.60499999999999987,0.00022637070240336406
0.61499999999999988,0.00021018078660082557
0.62499999999999989,0.0001963843278201493
0.6349999999999999,0.00018357754465167208
0.64499999999999991,0.00017075510351702113
0.65499999999999992,0.00016259165879821131
0.66499999999999992,0.00014997613963951248
0.67499999999999993,0.00014454732788866503
0.68499999999999994,0.00013592811047526807
0.69499999999999995,0.00012942780604956555
0.70499999999999985,0.00012446740540761282
0.71499999999999986,0.000118869434618013
0.72499999999999987,0.00011063198423727591
0.73499999999999988,0.00010653995555042239
0.74499999999999988,0.00010084115648080132
0.75499999999999989,9.936928362307204e-05
0.7649999999999999,9.5115562187429855e-05
0.77499999999999991,9.1666474106972377e-05
0.78499999999999992,8.9997937134834969e-05
0.79499999999999993,8.6681992820571556e-05
